Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,target,CLTV,avg_ticket,Total Charges Log,avg_ticket_log,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
34.024405,-117.898722,13,19.55,265.3,0,2816,18.95,5.584623492819887,2.9932291433358724,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
34.090925,-118.128164,1,20.9,20.9,0,3901,10.45,3.086486636822455,2.4379897300002487,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
34.074736,-118.145959,1,21.05,21.05,0,3389,10.525,3.093312601892855,2.4445185888827123,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
32.827184,-116.703729,63,71.5,4576.3,0,5342,71.5046875,8.428864583622543,4.283651214942988,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
32.67117,-117.00232,3,54.65,189.1,0,2168,47.275,5.247550249494384,3.8769138283145783,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.677097,-116.304991,46,19.2,908.15,0,2776,19.322340425531916,6.812510097065403,3.011720794499602,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
32.673483,-116.472863,1,49.8,49.8,0,4796,24.9,3.927896354584436,3.254242968705492,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32.607964,-117.059459,71,20.5,1500.95,0,4941,20.84652777777778,7.314519542821921,3.0840419971416018,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
32.64164,-116.985026,55,90.4,5099.15,0,4603,91.05624999999999,8.537025230044605,4.522399803255716,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
32.688506,-116.938632,70,90.25,6385.95,0,5327,89.94295774647887,8.762012125129507,4.510232472021022,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32.912664,-116.635387,67,104.6,6885.75,0,4743,101.26102941176471,8.837354554609945,4.627528656213396,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
32.857946,-116.561917,14,50.2,668.85,0,4253,44.59,6.507053806722995,3.8196883942253503,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32.579134,-117.119009,20,95.5,1916.2,0,3186,91.24761904761905,7.558621067285476,4.5244764728056515,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
32.759327,-116.99726,49,95.4,4613.95,0,6136,92.279,8.437056312642076,4.535595002133054,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
32.782501,-117.01611,72,101.3,7261.25,0,5513,99.46917808219177,8.890444977159751,4.609850994712103,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
32.733564,-117.033713,46,53.1,2459.8,0,3358,52.336170212765964,7.808241779311325,3.9766147166404617,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.830852,-116.444601,24,84.85,2048.8,0,2941,81.95200000000001,7.625497506397463,4.418262127255977,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32.67102,-117.095235,5,34.25,163.55,0,5100,27.258333333333336,5.103214475389349,3.3413883993435927,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
32.800671,-116.483363,33,88.6,2888.7,0,3648,84.96176470588235,7.968907969489865,4.453902600947977,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
32.619465,-116.593605,42,60.15,2421.6,0,5988,56.31627906976744,7.7925966225827015,4.04858468581046,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32.726627,-116.994608,23,99.95,2292.75,0,3515,95.53125,7.73794331180288,4.569866790118855,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
32.730264,-116.950963,8,70.7,553.4,0,4946,61.48888888888889,6.3178864478756935,4.134988763160235,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.587557,-116.636816,66,54.8,3465.7,0,4621,51.72686567164179,8.150958411799742,3.9651251106917083,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
33.200369,-116.192313,24,54.8,1291.3,0,4330,51.652,7.164178855531146,3.9637042245631613,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.148116,-117.306043,53,100.3,5200.8,0,5377,96.31111111111112,8.556759998518253,4.577913177031078,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1
33.098018,-117.258203,60,53.6,3237.05,0,4173,53.06639344262295,8.082726575748996,3.9902127995347674,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
32.785165,-116.862648,20,19.35,433.75,0,5811,20.654761904761905,6.074771153234392,3.0752253796748086,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
32.79697,-116.969082,23,85.6,1868.4,0,3513,77.85000000000001,7.533372802748483,4.367547313409047,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32.832706,-116.873258,72,80.8,5728.55,0,4689,78.47328767123288,8.653392272593413,4.375420961062813,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
33.081478,-117.033814,21,19.6,390.4,0,4562,17.745454545454546,5.969730054961976,2.930951298784489,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
33.141265,-116.967221,31,90.7,2845.15,0,3493,88.9109375,7.953722482812561,4.49881959703608,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33.362575,-117.299644,57,69.75,3894.4,0,4487,67.1448275862069,8.2675516487958,4.2216352577743885,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
33.079834,-117.134275,45,20.0,886.4,0,5169,19.269565217391303,6.788295838944809,3.009120510672507,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
32.980678,-116.262854,10,95.25,1021.55,0,4810,92.86818181818181,6.930054786476904,4.54189147701443,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
32.909873,-116.906774,14,19.95,268.4,0,5770,17.89333333333333,5.596197263976263,2.93880912615437,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
33.351059,-117.420557,27,80.85,2204.35,0,4732,78.72678571428571,7.698641505443378,4.378605611068432,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
33.384345,-117.072619,69,93.3,6398.05,0,5205,91.40071428571429,8.763904820829827,4.5261347089826325,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
32.984395,-117.013454,35,46.35,1662.05,0,4577,46.168055555555554,7.416408544886471,3.853716874389184,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0
33.215251,-116.53633,45,78.75,3600.65,0,2595,78.275,8.189147352774896,4.372922820424411,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
33.012751,-117.200617,17,83.55,1329.15,0,5564,73.84166666666667,7.1930469968112805,4.315374770888904,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33.174725,-116.743329,22,19.6,422.5,0,2203,18.369565217391305,6.048553514092109,2.9637030309817143,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
33.001813,-117.263628,67,67.85,4627.65,0,4792,68.05367647058823,8.44002052788967,4.23488412203803,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
33.119028,-117.166036,67,105.65,6717.9,0,6383,98.79264705882352,8.812679729642257,4.603094503837856,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
33.22784,-117.200024,9,75.5,637.4,0,3021,63.739999999999995,6.458965046135599,4.170379248498098,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33.323705,-116.626907,5,20.15,117.95,0,5020,19.658333333333335,4.778703236748966,3.0281187892531447,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
32.99356,-117.207121,54,45.2,2460.55,0,5435,44.73727272727273,7.8085465118093405,3.822913561265425,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
32.741852,-117.243453,70,79.25,5731.85,0,5085,80.73028169014086,8.653968068254212,4.403424578116261,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
32.787836,-117.232376,53,85.7,4616.1,0,5957,85.48333333333333,8.437522081358422,4.459951717145639,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
32.805518,-117.169052,31,20.1,589.25,0,3086,18.4140625,6.380546175965622,2.965997674611112,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
32.697098,-117.116587,13,61.8,750.1,0,4749,53.57857142857143,6.621538798691966,3.9996413410382625,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32.707892,-117.05512,28,49.9,1410.25,0,5250,48.62931034482759,7.2522311154638714,3.904581593569445,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.765299,-117.122565,38,20.4,743.5,0,3756,19.064102564102566,6.612712852124064,2.9989322762846617,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
32.802959,-117.027095,52,75.4,3865.45,0,5211,72.93301886792453,8.260092052373597,4.3031595328747,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
32.807867,-117.060993,62,108.15,6825.65,0,5298,108.34365079365078,8.828589349076104,4.694495682278846,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
32.898613,-117.202937,16,86.25,1340.1,0,3511,78.82941176470588,7.201245451716894,4.379892005031109,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
32.808814,-117.134694,12,95.7,1184.0,0,5527,91.07692307692308,7.077498053569231,4.5226243480964365,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
32.827238,-117.089287,72,116.85,8477.7,0,4055,116.13287671232878,9.04531241514722,4.763308988776169,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
32.886925,-117.152162,71,105.75,7382.85,0,4921,102.53958333333334,8.907050461783502,4.639953987256013,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
33.017518,-117.118456,24,20.15,456.85,0,3573,18.274,6.126541619553741,2.9587570374290957,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
33.000269,-117.072093,15,19.6,331.6,0,2722,20.725,5.806940566758827,3.078463671151456,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
32.957195,-117.202542,2,60.95,134.6,0,3172,44.86666666666667,4.909709375506295,3.8257386368311335,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.89325,-117.087091,5,25.05,125.5,0,2071,20.916666666666668,4.840242308167575,3.0872473823897644,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.555828,-117.040073,41,60.3,2511.3,0,4565,59.792857142857144,7.828953947208875,4.107472300867657,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
33.713891,-116.237257,43,63.95,2737.05,0,4205,62.20568181818182,7.915001267186403,4.146394199298274,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33.752938,-116.230055,1,74.3,74.3,0,2968,37.15,4.321480134805848,3.641525757730466,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.537646,-116.291089,1,70.6,70.6,0,2576,35.3,4.2710950739666,3.591817741270805,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33.946982,-116.977672,71,90.55,6404.0,0,5007,88.94444444444444,8.764834214330834,4.49919219578147,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
33.674583,-114.71612,7,19.45,165.35,0,2600,20.66875,5.114094002464486,3.0758711304511963,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
33.03933,-115.191857,28,64.45,1867.6,0,3820,64.39999999999999,7.532944766358855,4.180522258463153,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
33.929812,-116.76058,16,69.65,1043.3,0,5610,61.370588235294115,6.951102083485503,4.133093821875536,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.690654,-115.431225,7,19.5,128.6,0,4271,16.075,4.864452783918174,2.837615405456854,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
33.143826,-115.497485,69,110.5,7455.45,0,4803,106.50642857142857,8.916834708621446,4.677550646444181,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
33.829583,-116.474131,1,24.7,24.7,0,3065,12.35,3.246490991901174,2.5915163848462583,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.680031,-116.171678,3,77.4,206.15,0,5528,51.5375,5.333443168523411,3.961527200331235,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
33.948558,-116.516976,69,85.4,5869.4,0,5976,83.84857142857142,8.677678053601017,4.440868155104457,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33.832799,-116.250973,71,47.6,3377.8,0,4795,46.91388888888889,8.125275895853342,3.8694054183144733,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
34.137742,-114.36514,69,19.4,1346.2,0,6408,19.231428571428573,7.205783643488062,3.007237265168315,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
32.770393,-115.60915,48,103.85,4946.05,0,4304,100.93979591836735,8.50654671831227,4.624382402931937,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
32.858595,-115.662709,45,108.45,4964.7,0,5093,107.92826086956521,8.510309553449911,4.690689508388689,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
34.167236,-116.281511,51,81.0,4085.75,0,4121,78.57211538461539,8.315505312131318,4.376663722239223,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.543835,-115.993906,72,86.65,6224.8,0,4621,85.27123287671233,8.73645722713191,4.457496203895291,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
34.097863,-116.594561,37,92.95,3415.25,0,3462,89.875,8.136298737242278,4.509484935853683,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
33.345825,-115.596574,71,90.35,6325.25,0,6483,87.85069444444444,8.752462922528288,4.486957370489581,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
32.698964,-115.886656,66,25.15,1683.6,0,6141,25.128358208955223,7.4292834258812634,3.2630212459073715,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
33.694501,-116.412711,51,76.4,3966.3,0,6385,76.275,8.285841041552139,4.34737048801818,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
33.839989,-116.659215,30,19.55,608.5,0,5203,19.629032258064516,6.412638948921326,3.0266994165337513,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
33.745746,-116.514215,34,85.35,2896.6,0,3818,82.75999999999999,7.971638087129149,4.427955566562281,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33.3249,-114.758334,64,24.8,1514.85,0,6281,23.305384615384614,7.323731616715949,3.19069791490974,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
34.273872,-114.192901,65,103.15,6792.45,0,6441,102.91590909090908,8.823714191660846,4.643582005641653,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
34.201108,-116.593456,47,100.75,4669.2,0,2508,97.27499999999999,8.448957176298375,4.587769671307924,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33.53604,-116.119222,67,94.1,6302.8,0,4803,92.68823529411765,8.748907905146114,4.5399726242015195,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
33.28156,-115.955541,39,19.35,779.2,0,2607,19.48,6.659550297072556,3.019448800171307,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
33.849263,-116.382778,14,19.9,283.75,0,3854,18.916666666666668,5.651611602327291,2.99155690214351,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
34.457829,-116.139589,56,101.05,5594.0,0,5514,98.14035087719299,8.629628620746026,4.5965365317952935,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
34.264124,-114.717964,14,59.1,772.85,0,5718,51.52333333333333,6.6513780563587686,3.9612575153058445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
33.972293,-116.654195,16,55.85,857.8,0,2464,50.45882352941176,6.755536066004626,3.9407819447463965,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
32.852947,-114.850784,70,106.05,7554.05,0,4583,106.39507042253521,8.929971492818627,4.676514281789847,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
34.159534,-116.425984,72,84.1,5981.65,0,4671,81.94041095890411,8.696618892598165,4.418122409699909,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
34.341737,-116.539416,23,75.3,1702.9,0,5903,70.95416666666667,7.440675020221193,4.276029342242679,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
34.667815,-117.536183,21,24.7,467.15,0,5403,21.23409090909091,6.1487887573848985,3.101626737545122,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
35.349241,-116.770281,36,55.8,1941.5,0,4770,52.472972972972975,7.5717310822418025,3.9791763481812548,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34.965648,-117.001509,50,39.7,1932.75,0,5174,37.89705882352941,7.567216401887276,3.660918639116293,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
34.029175,-117.307211,48,29.5,1423.05,0,3194,29.041836734693877,7.2612602037150475,3.4025909679926203,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
34.278967,-116.773825,50,20.15,970.85,0,4263,19.03627450980392,6.879201471564076,2.997544356230219,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
34.242058,-116.89802,72,79.55,5810.9,0,4766,79.60136986301369,8.66766281876101,4.389515645187184,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
34.059722,-117.39104,10,24.8,223.9,0,5212,20.354545454545455,5.41565585896527,3.0612646188664967,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
33.982787,-117.057627,18,19.65,391.7,0,4333,20.61578947368421,5.9730459615839635,3.0734240417960725,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
34.248061,-117.29028,9,94.05,811.65,0,3475,81.16499999999999,6.700300512549185,4.408729420633253,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
34.875144,-116.821698,2,90.75,174.75,0,4766,58.25,5.169062530690774,4.081765780015241,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36.27688,-117.033326,40,78.85,3126.85,0,5257,76.26463414634146,8.04810114655118,4.347236336624185,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
34.9436,-115.287901,69,99.5,6841.45,0,4237,97.735,8.830901133617402,4.592439493509273,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
34.087558,-117.464096,18,80.55,1406.65,0,5334,74.03421052631579,7.249676926271517,4.317944149886802,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
34.136367,-117.460803,11,70.2,834.7,0,2848,69.55833333333334,6.7282696970073905,4.256439790860231,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.067699,-116.903891,55,59.45,3157.0,0,5712,56.375,8.057694194815587,4.049608668380709,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
34.244411,-117.072654,33,93.35,3092.0,0,3348,90.94117647058823,8.03689677268507,4.521148986365261,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
34.757783,-117.33997,46,44.95,2168.9,0,2626,46.1468085106383,7.682436362523345,3.8532663187851006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.361387,-117.337509,34,26.1,980.35,0,2026,28.01,6.888929174732088,3.367640598133313,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
34.129677,-117.154277,3,20.2,65.95,0,4369,16.4875,4.203946072137182,2.8614863399915995,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34.983808,-117.239306,30,21.25,711.9,0,3047,22.96451612903226,6.569341158123582,3.1765742416726144,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
34.2565,-117.19335,33,59.4,1952.8,0,2853,57.43529411764706,7.577531473218842,4.067920058617034,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
34.049315,-117.255974,45,95.0,4368.85,0,2719,94.97500000000001,8.38248396255773,4.564087740886862,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0
34.508417,-116.856103,40,61.9,2647.1,0,2520,64.56341463414634,7.881597680694297,4.183017836627693,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
34.238162,-117.534306,71,118.65,8477.6,0,4296,117.74444444444445,9.045300620816755,4.776973658194632,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
34.711224,-114.702256,72,64.45,4528.0,0,5265,62.02739726027397,8.418256443556213,4.143569509007078,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
35.478736,-115.516984,22,80.15,1790.65,0,4732,77.85434782608696,7.490892261958906,4.367602452359216,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34.89326,-116.505958,46,20.2,845.6,0,2325,17.99148936170213,6.741228328086823,2.943990950485111,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
34.647959,-117.296957,55,21.0,1210.3,0,5046,21.6125,7.099449442022756,3.1185028507214136,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
34.441123,-117.537886,1,20.45,20.45,0,4845,10.225,3.065724645374026,2.418143433628318,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
34.459322,-117.629729,12,75.85,854.45,0,5942,65.72692307692309,6.7516276462706575,4.2006085158108,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1
34.003243,-117.138286,31,80.45,2429.1,0,4684,75.909375,7.795687687751237,4.342627780654459,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.109775,-117.378904,67,75.5,5229.45,0,5420,76.90367647058824,8.562252595422573,4.3554731465074585,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
